,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2022-11-10,AAPL,141.24000549316406,146.8699951171875,139.5,146.05361938476562,118854000.0,3.0,-1.8051335132653605,155.15415053096794,132.59137559207895,49.339052679189344,10.610879665156272,4.3142659806262404,142.8875991821289,149.77562789916993,23.530000686645508,74.54151677389939
0,2022-11-10,AMGN,294.0799865722656,294.4800109863281,285.3500061035156,279.3375549316406,4083200.0,3.0,11.249048536691731,282.3190669464078,229.2436451507601,68.8603159964986,147.13117547872739,47.61551696679744,245.97912038167317,236.75041859944662,23.530000686645508,74.54151677389939
0,2022-11-10,AXP,152.7899932861328,155.7899932861328,151.30999755859375,152.49461364746094,4701600.0,3.0,1.3196696450729064,151.46627675825164,134.75651834672885,54.48903476075638,184.12877777241877,9.591750467250696,141.213698832194,145.4261110941569,23.530000686645508,74.54151677389939
0,2022-11-10,BA,172.13999938964844,179.32000732421875,171.75,177.5800018310547,12375000.0,3.0,8.268788720292036,174.66529926824833,121.57669902276731,64.65469436246414,226.41692247242162,51.11733921220747,142.11499888102213,146.5948329925537,23.530000686645508,74.54151677389939
0,2022-11-10,CAT,232.22000122070312,232.58999633789062,226.3300018310547,227.78680419921875,4590800.0,3.0,12.883020615155687,240.42588327363447,163.2382173733382,67.34801847931823,121.29122548220938,49.20861880514815,192.0108154296875,184.8567682902018,23.530000686645508,74.54151677389939
0,2022-11-10,CRM,151.0,156.3699951171875,149.72999572753906,156.3000030517578,8777900.0,3.0,-1.6390575591204595,169.60989263358195,137.53410761055866,49.749341370112816,21.51441254169788,2.402287424280497,151.8943328857422,155.63799947102865,23.530000686645508,74.54151677389939
0,2022-11-10,CSCO,45.70000076293945,45.810001373291016,44.650001525878906,44.30202102661133,27190100.0,3.0,0.727791669195966,45.509826105902675,39.3470727741022,56.55206756049683,97.92965585281257,31.6662271993708,41.400035349528,42.05675055185954,23.530000686645508,74.54151677389939
0,2022-11-10,CVX,182.22999572753906,182.3300018310547,178.0399932861328,173.1068115234375,6981500.0,3.0,5.734801294106688,182.6338069831756,152.85729409104317,60.206723929621496,73.67138885176485,15.074970791800554,161.8063212076823,155.60579452514648,23.530000686645508,74.54151677389939
0,2022-11-10,DIS,89.75,90.5,87.61000061035156,90.45999908447266,36968100.0,3.0,-1.9137682407931322,110.29775599270596,89.87324391574131,40.423181102689384,-179.4855814352075,39.37679187116942,99.03066711425781,104.63183352152507,23.530000686645508,74.54151677389939
0,2022-11-10,GS,370.0,380.42999267578125,369.739990234375,364.2991638183594,3790400.0,3.0,13.743974284231172,367.49237616106217,283.5256994004613,67.21435962361915,155.33372225201353,61.26275061819295,313.9107686360677,314.43798828125,23.530000686645508,74.54151677389939
0,2022-11-10,HD,297.739990234375,314.739990234375,297.0799865722656,301.43756103515625,7794000.0,3.0,3.127147944496187,296.2645700334126,259.1193777204936,58.12139336294228,241.73951881321472,27.24746904325689,276.7571319580078,278.1985122680664,23.530000686645508,74.54151677389939
0,2022-11-10,HON,214.85000610351562,215.07000732421875,211.14999389648438,210.15953063964844,4354600.0,3.0,8.48646516414422,216.41841712003824,163.83346734041098,66.61869422758122,131.25876513535772,63.16006567168537,183.16622263590494,181.90401865641277,23.530000686645508,74.54151677389939
0,2022-11-10,IBM,140.25999450683594,141.3699951171875,138.2899932861328,134.54766845703125,5389000.0,3.0,3.797876865799367,138.2235541059224,112.59943402273969,62.687286936474166,108.67710108485332,40.39793894765155,121.50205103556316,121.2661865234375,23.530000686645508,74.54151677389939
0,2022-11-10,INTC,28.8799991607666,29.829999923706055,28.649999618530273,29.08123779296875,62943900.0,3.0,0.3247531588983321,28.888619094776065,24.162222618175594,51.92444350741488,171.56779221550855,22.478780721665757,26.13520755767822,27.895575269063315,23.530000686645508,74.54151677389939
0,2022-11-10,JNJ,174.35000610351562,174.77000427246094,172.0399932861328,168.2456817626953,7877500.0,3.0,1.9996082191354674,170.9861104122316,157.85619915808093,57.229387489630625,94.306532101251,17.56966396414933,162.02127176920573,160.5835744222005,23.530000686645508,74.54151677389939
0,2022-11-10,JPM,132.6300048828125,135.25,132.52999877929688,131.17002868652344,16351600.0,3.0,5.022089950389045,132.8337282125236,108.68207684118737,64.94422531214602,122.76633617872068,51.130156270131735,115.02813262939453,112.71501312255859,23.530000686645508,74.54151677389939
0,2022-11-10,KO,60.25,61.040000915527344,59.68000030517578,58.60240173339844,16804800.0,3.0,0.5950933272897814,59.72886971833799,52.450263887619045,55.00803485871553,115.18245962673126,22.327647777892047,55.20446650187174,56.92620372772217,23.530000686645508,74.54151677389939
0,2022-11-10,MCD,281.489990234375,281.6700134277344,272.5799865722656,268.2615966796875,4510900.0,3.0,7.885915288248327,280.06074098787843,232.6993053988403,63.00019137608927,103.45297434093412,36.647977701790936,247.6548100789388,247.2718147277832,23.530000686645508,74.54151677389939
0,2022-11-10,MMM,127.66000366210938,129.25999450683594,126.87000274658203,120.37779998779297,3159700.0,3.0,2.402314044765504,122.18052963605182,103.4931405604814,56.398779014040265,128.05059653868807,20.706738264744978,109.82513732910157,112.56917241414388,23.530000686645508,74.54151677389939
0,2022-11-10,MRK,102.69999694824219,102.80999755859375,100.5999984741211,99.17723846435547,9556000.0,3.0,2.7961093071806147,101.50700105213951,89.28824507212806,66.82730985358262,102.02813049894147,45.24051627299843,92.47295430501302,88.67052383422852,23.530000686645508,74.54151677389939
0,2022-11-10,MSFT,235.42999267578125,243.3300018310547,235.0,240.16761779785156,46268000.0,3.0,-3.2968139139325388,248.18562538632835,211.57652976503886,50.1061811085619,61.73180011948709,9.017348984398803,231.25400136311848,242.67130559285482,23.530000686645508,74.54151677389939
0,2022-11-10,NKE,96.33000183105469,99.68000030517578,96.2300033569336,98.24951934814453,9361000.0,3.0,0.300928229078508,96.41468971854789,84.23545523994821,51.99560495757139,208.9228788234092,23.67613582005816,89.12966512044271,96.79651947021485,23.530000686645508,74.54151677389939
0,2022-11-10,PG,139.4600067138672,141.6300048828125,138.1999969482422,137.68467712402344,8068700.0,3.0,1.9099626357598254,137.15664076344552,120.44027009470875,58.20422577931547,180.71050793151156,36.08823006125288,126.65142974853515,130.8165616353353,23.530000686645508,74.54151677389939
0,2022-11-10,TRV,184.88999938964844,185.1199951171875,181.3800048828125,179.28384399414062,1618000.0,3.0,5.212575025250089,187.13695025712525,160.75880779951535,61.070924371686054,81.7924580019248,37.02406903409099,167.80270487467448,163.2536740620931,23.530000686645508,74.54151677389939
0,2022-11-10,UNH,548.9299926757812,551.7000122070312,533.9500122070312,536.2745971679688,3426400.0,3.0,6.756934080777455,553.9374996967756,506.52474090381037,55.11719891654269,63.87143248603522,3.0882986798460648,521.1296183268229,518.2329457600912,23.530000686645508,74.54151677389939
0,2022-11-10,V,203.08999633789062,205.75999450683594,200.02000427246094,203.95042419433594,8048900.0,3.0,3.0957995860059953,211.04883747880137,177.99850596602283,55.388940886066514,95.37205960246604,11.525910454953666,189.9434778849284,192.67888056437175,23.530000686645508,74.54151677389939
0,2022-11-10,VZ,38.29999923706055,38.54999923706055,37.81999969482422,35.88434600830078,23049000.0,3.0,-0.07272576537130249,35.866192947257,33.09565664685922,47.67447795947394,97.00269796152854,12.122827381931275,34.572340393066405,36.341675186157225,23.530000686645508,74.54151677389939
