,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2010-11-10,AAPL,11.308570861816406,11.384642601013184,11.198213577270508,9.628129005432129,384227200.0,2.0,0.0,9.666321791947666,9.5481595618121,0.0,-66.66666666666667,100.0,9.628129005432129,9.628129005432129,18.469999313354492,0.0
1,2010-11-11,AAPL,11.25,11.371429443359375,11.223214149475098,9.586352348327637,361284000.0,3.0,-0.0009372967940119992,9.666321791947666,9.5481595618121,0.0,-66.66666666666667,100.0,9.607240676879883,9.607240676879883,18.639999389648438,0.0
2,2010-11-12,AAPL,11.285714149475098,11.303570747375488,10.843929290771484,9.325385093688965,795846800.0,4.0,-0.009286881107557932,9.841417929804447,9.185159701828042,0.0,-100.00000000000111,100.0,9.513288815816244,9.513288815816244,20.610000610351562,0.0
3,2010-11-15,AAPL,11.01642894744873,11.090714454650879,10.938214302062988,9.295412063598633,403606000.0,0.0,-0.013939002693124536,9.804144725007923,9.113494530515759,0.0,-79.08607031044119,100.0,9.45881962776184,9.45881962776184,20.200000762939453,0.0
4,2010-11-16,AAPL,10.918571472167969,10.985713958740234,10.6899995803833,9.13041877746582,657650000.0,1.0,-0.022738907459357804,9.81232290426408,8.973956011141192,0.0,-110.69769220331202,100.0,9.393139457702636,9.393139457702636,22.579999923706055,0.0
5,2010-11-17,AAPL,10.757143020629883,10.856785774230957,10.634285926818848,9.097417831420898,479449600.0,2.0,-0.029012567543430734,9.78980393325887,8.897901106719157,0.0,-107.07875794614,100.0,9.343852519989014,9.343852519989014,21.760000228881836,0.0
6,2010-11-18,AAPL,10.899999618530273,11.059642791748047,10.881786346435547,9.337496757507324,494491200.0,3.0,-0.021660215579988318,9.750068985060343,8.93582012278006,33.51338243700522,-18.524409504793596,46.80365198541773,9.342944553920201,9.342944553920201,18.75,0.0
7,2010-11-19,AAPL,10.998929023742676,11.014286041259766,10.901429176330566,9.286028861999512,384843200.0,4.0,-0.018829773651400927,9.714896558622476,8.956763626237754,31.19488172558657,-28.182158434407174,46.80365198541773,9.335830092430115,9.335830092430115,18.040000915527344,0.0
8,2010-11-22,AAPL,10.95285701751709,11.191429138183594,10.923929214477539,9.486747741699219,393075200.0,0.0,-0.006624848553293816,9.721180719227775,8.98401672102559,46.20829262232525,31.790906364622078,16.012933658922403,9.352598720126682,9.352598720126682,18.3700008392334,0.0
9,2010-11-23,AAPL,11.087499618530273,11.133929252624512,10.94857120513916,9.346577644348145,519447600.0,1.0,-0.005090687886834644,9.699519918332221,9.004473306765433,39.9161610081313,3.5186845460395912,16.012933658922403,9.351996612548827,9.351996612548827,20.6299991607666,0.0
